x,y,z,Fx,Fy,Fz
-0.035,-0.04,0.0,-0.015974879408631005,-0.017932191222277537,0.0
-0.0333333333333,-0.04,0.0,-0.015445248271857373,-0.01809656480440288,0.0
-0.0316666666667,-0.04,0.0,-0.014890705461880285,-0.018257068812242858,0.0
-0.03,-0.04,0.0,-0.01431078693656761,-0.01841323785403922,0.0
-0.0283333333333,-0.04,0.0,-0.013705144368179911,-0.018564597376653946,0.0
-0.0266666666667,-0.04,0.0,-0.013073563051700033,-0.018710666566307765,-6.473603642129193e-19
-0.025,-0.04,0.0,-0.012415979869278919,-0.01885096156407851,0.0
-0.0233333333333,-0.04,0.0,-0.011732500835549258,-0.018984998969714038,0.0
-0.0216666666667,-0.04,0.0,-0.011023417678597118,-0.019112299598251392,1.2947207284258385e-18
-0.02,-0.04,0.0,-0.01028922285324253,-0.019232392444622746,0.0
-0.0183333333333,-0.04,0.0,-0.009530622341392495,-0.01934481880302268,6.473603642129193e-19
-0.0166666666667,-0.04,0.0,-0.008748545578891744,-0.019449136480597536,0.0
-0.015,-0.04,0.0,-0.007944151863462078,-0.019544924038788086,0.0
-0.0133333333333,-0.04,0.0,-0.00711883264741545,-0.019631784991362863,0.0
-0.0116666666667,-0.04,0.0,-0.006274209206887434,-0.01970935188594687,6.473603642129193e-19
-0.01,-0.04,0.0,-0.005412125306015815,-0.019777290195328357,-8.092004552661491e-20
-0.00833333333333,-0.04,0.0,-0.004534634636103559,-0.019835301946593643,0.0
-0.00666666666667,-0.04,0.0,-0.003643983001546533,-0.0198831290199916,0.0
-0.005,-0.04,0.0,-0.002742585436896623,-0.019920556054805166,0.0
-0.00333333333333,-0.04,0.0,-0.0018329986602835424,-0.01994741290675898,-1.2947207284258385e-18
-0.00166666666667,-0.04,0.0,-0.000917889484136613,-0.019963576609907,0.0
4.33680868994e-19,-0.04,0.0,1.2203828498613064e-19,-0.019968972805415947,0.0
0.00166666666667,-0.04,0.0,0.0009178894841366134,-0.019963576609907,0.0
0.00333333333333,-0.04,0.0,0.001832998660283542,-0.01994741290675898,-1.2947207284258385e-18
0.005,-0.04,0.0,0.002742585436896623,-0.019920556054805166,0.0
